,User-ID,ISBN,Book-Rating,Number of book ratings
137923,85426,0312924585,8,235
137924,87141,0312924585,9,235
137928,94985,0312924585,7,235
137931,101851,0312924585,7,235
137935,105028,0312924585,8,235
137940,120548,0312924585,8,235
137941,122716,0312924585,7,235
137943,123981,0312924585,9,235
137945,126492,0312924585,10,235
137946,128696,0312924585,8,235
137947,129084,0312924585,9,235
137948,134434,0312924585,7,235
137951,141958,0312924585,9,235
137952,147847,0312924585,5,235
137957,158295,0312924585,9,235
137959,162639,0312924585,9,235
137960,163202,0312924585,9,235
137965,185233,0312924585,8,235
137966,187145,0312924585,8,235
137969,200674,0312924585,10,235
137972,209756,0312924585,6,235
137976,214786,0312924585,10,235
137977,217986,0312924585,9,235
137978,219683,0312924585,6,235
137979,220240,0312924585,9,235
137984,225989,0312924585,9,235
137988,236340,0312924585,8,235
137991,240035,0312924585,8,235
137992,241666,0312924585,9,235
137994,245295,0312924585,10,235
137995,245371,0312924585,8,235
137997,247129,0312924585,7,235
137999,250962,0312924585,8,235
138001,252865,0312924585,9,235
138002,254206,0312924585,9,235
138003,258534,0312924585,10,235
138004,259629,0312924585,10,235
138007,264321,0312924585,7,235
138010,266226,0312924585,8,235
138014,268032,0312924585,8,235
138015,268300,0312924585,10,235
138018,274301,0312924585,10,235
138019,7346,0312925581,9,22
138024,154070,0312925581,6,22
138026,250405,0312925581,8,22
138028,271448,0312925581,8,22
138030,168144,0312955057,7,6
138039,254377,0312960743,8,12
138044,7346,0312966199,10,15
138045,36907,0312966199,10,15
138046,60244,0312966199,9,15
138055,7346,0312978650,6,6
138062,109955,0312979509,9,10
138063,125774,0312979509,9,10
138066,7346,0312989741,8,6
138070,88652,0312989741,7,6
138072,7346,0316150460,9,15
138073,28204,0316150460,10,15
138075,38023,0316150460,8,15
138076,145619,0316150460,10,15
138079,198046,0316150460,10,15
138080,202277,0316150460,8,15
138084,263460,0316150460,7,15
138087,11676,0316678104,7,94
138088,13273,0316678104,8,94
138097,50225,0316678104,10,94
138104,103304,0316678104,10,94
138117,160401,0316678104,8,94
138120,174304,0316678104,7,94
138124,207148,0316678104,10,94
138131,239584,0316678104,9,94
138133,242299,0316678104,7,94
138136,263325,0316678104,6,94
138142,76499,0316769517,10,9
138143,104113,0316769517,10,9
138145,7346,0330373234,7,10
138147,147803,0330373234,5,10
138152,11676,0345255585,10,6
138154,93179,0345255585,8,6
138156,11676,0345260791,10,28
138157,29259,0345260791,10,28
138158,38023,0345260791,7,28
138163,177458,0345260791,7,28
138168,254206,0345260791,9,28
138170,7346,0345274563,9,14
138173,81560,0345274563,8,14
138179,248718,0345274563,8,14
138181,7346,034529873X,8,50
138182,10819,034529873X,10,50
138183,11676,034529873X,10,50
138184,31556,034529873X,8,50
138185,37644,034529873X,5,50
138188,60319,034529873X,6,50
138197,180378,034529873X,10,50
138198,183196,034529873X,9,50
138205,209160,034529873X,6,50
138207,216683,034529873X,6,50
138213,257204,034529873X,10,50
138214,274061,034529873X,10,50
138216,9417,0345300785,8,21
138218,82893,0345300785,10,21
138223,224764,0345300785,10,21
138227,244349,0345300785,10,21
138232,9417,0345300793,8,13
138233,82893,0345300793,10,13
138239,257204,0345300793,10,13
138243,82893,0345300807,10,18
138252,7346,034530456X,6,32
138261,185233,034530456X,5,32
138263,189139,034530456X,6,32
138265,210485,034530456X,8,32
138273,11676,0345305183,9,28
138275,46398,0345305183,10,28
138276,60707,0345305183,7,28
138280,230496,0345305183,8,28
138282,243360,0345305183,8,28
138283,248718,0345305183,9,28
138285,7346,0345311078,8,24
138294,131837,0345311078,5,24
138302,274061,0345311078,10,24
138303,7346,0345313216,9,17
138304,11676,0345313216,8,17
138312,259380,0345313216,9,17
138314,7346,0345314484,10,13
138315,11676,0345314484,7,13
138317,110483,0345314484,8,13
138320,131837,0345314484,10,13
138322,249894,0345314484,10,13
138323,7346,0345316002,7,39
138325,78553,0345316002,10,39
138327,85656,0345316002,9,39
138329,100906,0345316002,6,39
138330,110483,0345316002,8,39
138338,196160,0345316002,8,39
138340,227520,0345316002,9,39
138343,242073,0345316002,3,39
138346,249894,0345316002,8,39
138350,7346,0345317718,9,10
138352,76942,0345317718,9,10
138355,7346,0345318862,7,47
138362,77383,0345318862,9,47
138367,135149,0345318862,7,47
138368,137336,0345318862,8,47
138369,146113,0345318862,9,47
138379,210485,0345318862,8,47
138387,257204,0345318862,10,47
138388,259380,0345318862,7,47
138390,7346,0345327861,7,32
138397,85656,0345327861,10,32
138398,100906,0345327861,8,32
138402,138602,0345327861,10,32
138404,196160,0345327861,8,32
138408,252695,0345327861,9,32
138409,257204,0345327861,10,32
138412,7346,0345335090,4,6
138413,94951,0345335090,7,6
138415,257204,0345335090,10,6
138417,7346,0345341678,7,29
138418,30711,0345341678,7,29
138420,55187,0345341678,10,29
138423,96448,0345341678,9,29
138426,100906,0345341678,8,29
138440,70666,0345354648,5,49
138443,107784,0345354648,5,49
138446,148898,0345354648,5,49
138451,201290,0345354648,9,49
138456,223644,0345354648,7,49
138467,110076,0345356535,7,36
138468,110912,0345356535,5,36
138469,114988,0345356535,7,36
138474,178522,0345356535,6,36
138475,200226,0345356535,6,36
138483,56554,0345358031,6,31
138492,124487,0345358031,10,31
138498,245827,0345358031,5,31
138499,248718,0345358031,8,31
138501,7346,0345360354,7,26
138519,232131,0345360354,5,26
138520,235105,0345360354,8,26
138529,11676,0345374568,6,31
138535,130571,0345374568,8,31
138536,135149,0345374568,7,31
138539,156269,0345374568,8,31
138540,163973,0345374568,8,31
138551,97598,0345376579,2,32
138552,100846,0345376579,8,32
138556,156269,0345376579,10,32
138565,267635,0345376579,8,32
138580,184401,0345377443,5,48
138587,11676,0345384733,8,35
138595,217318,0345384733,5,35
138607,110483,0345387813,8,16
138611,196160,0345387813,9,16
138612,227520,0345387813,7,16
138613,7346,0345389484,8,7
138622,49109,034539092X,8,36
138623,61147,034539092X,10,36
138624,70666,034539092X,7,36
138628,135045,034539092X,7,36
138636,7346,0345394380,9,11
138649,11676,034540761X,8,91
138655,41455,034540761X,7,91
138656,41781,034540761X,9,91
138659,53174,034540761X,9,91
138663,68555,034540761X,7,91
138665,78973,034540761X,6,91
138668,94923,034540761X,6,91
138669,95359,034540761X,6,91
138678,126736,034540761X,5,91
138682,140358,034540761X,5,91
138686,174892,034540761X,5,91
138690,196738,034540761X,9,91
138702,236955,034540761X,8,91
138709,11676,0345409973,8,79
138714,53174,0345409973,9,79
138717,78448,0345409973,8,79
138719,85701,0345409973,5,79
138721,110973,0345409973,8,79
138723,135149,0345409973,8,79
138732,199515,0345409973,9,79
138738,244627,0345409973,10,79
138741,252865,0345409973,10,79
138745,11676,0345428307,5,36
138751,92810,0345428307,7,36
138752,127359,0345428307,8,36
138761,255489,0345428307,8,36
138762,265115,0345428307,6,36
138769,55548,0345431057,10,26
138773,123094,0345431057,10,26
138775,129716,0345431057,10,26
138780,193458,0345431057,9,26
138783,223787,0345431057,10,26
138784,224138,0345431057,9,26
138789,23902,034543479X,10,122
138790,25409,034543479X,10,122
138802,89602,034543479X,5,122
138803,92810,034543479X,8,122
138805,101876,034543479X,8,122
138823,178920,034543479X,9,122
138832,214786,034543479X,10,122
138835,230522,034543479X,7,122
138846,81368,0345448820,10,16
138851,198046,0345448820,7,16
138855,270820,0345448820,8,16
138861,86189,0345458303,5,28
138864,127359,0345458303,8,28
138868,223787,0345458303,10,28
138872,234359,0345458303,9,28
138880,60244,0374172897,10,66
138882,86189,0374172897,10,66
138897,213126,0374172897,7,66
138900,238864,0374172897,5,66
138910,239584,0375501851,7,21
138914,11676,0375701044,10,39
138916,21031,0375701044,7,39
138921,82407,0375701044,3,39
138927,238120,0375701044,5,39
138929,16795,0375701214,8,37
138930,30711,0375701214,8,37
138931,41841,0375701214,7,37
138932,75591,0375701214,10,37
138935,87555,0375701214,10,37
138936,87974,0375701214,9,37
138937,91203,0375701214,10,37
138938,95359,0375701214,8,37
138939,123095,0375701214,10,37
138943,234623,0375701214,9,37
138945,258938,0375701214,10,37
138950,224430,0375712992,8,6
138951,225595,0375712992,10,6
138952,7346,0380001411,8,79
138955,16795,0380001411,7,79
138956,21014,0380001411,5,79
138963,56856,0380001411,8,79
138966,85656,0380001411,8,79
138969,108285,0380001411,10,79
138972,115692,0380001411,6,79
138978,173291,0380001411,9,79
138979,174326,0380001411,5,79
138980,179978,0380001411,9,79
138989,233917,0380001411,10,79
138995,247429,0380001411,10,79
138998,7346,0380008971,8,7
139002,7346,0380423901,9,30
139003,11676,0380423901,8,30
139005,48494,0380423901,10,30
139007,52917,0380423901,7,30
139027,218121,0380564998,10,23
139029,264543,0380564998,8,23
139030,7346,0380603926,8,32
139037,60337,0380603926,9,32
139038,98547,0380603926,9,32
139040,141444,0380603926,8,32
139041,158295,0380603926,7,32
139048,248718,0380603926,9,32
139049,7346,0380704587,8,39
139051,27647,0380704587,7,39
139055,55187,0380704587,9,39
139064,144555,0380704587,9,39
139066,152946,0380704587,7,39
139067,156150,0380704587,9,39
139072,224430,0380704587,6,39
139073,230522,0380704587,7,39
139076,251844,0380704587,8,39
139088,56959,0380709244,10,35
139090,104665,0380709244,5,35
139094,135149,0380709244,8,35
139097,146230,0380709244,9,35
139101,197659,0380709244,7,35
139109,11676,0380709546,10,26
139110,16795,0380709546,5,26
139112,31826,0380709546,10,26
139115,83637,0380709546,10,26
139120,162639,0380709546,10,26
139122,191575,0380709546,7,26
139125,251394,0380709546,8,26
139126,7346,0380715732,7,13
139131,177432,0380715732,8,13
139133,206534,0380715732,8,13
139144,7346,0380725827,8,55
139146,11676,0380725827,6,55
139151,80945,0380725827,8,55
139154,97754,0380725827,9,55
139161,156269,0380725827,6,55
139162,174892,0380725827,8,55
139168,7346,0380728273,8,37
139172,97754,0380728273,9,37
139178,156269,0380728273,9,37
139186,7346,0380731207,7,15
139193,193499,0380731207,5,15
139197,7346,0380731630,8,10
139204,7346,0380752891,6,32
139205,12538,0380752891,7,32
139207,46398,0380752891,7,32
139208,77383,0380752891,9,32
139212,177432,0380752891,8,32
139214,189139,0380752891,6,32
139215,196160,0380752891,7,32
139216,210485,0380752891,8,32
139219,225886,0380752891,9,32
139220,257204,0380752891,10,32
139222,7346,0380759470,6,31
139228,177432,0380759470,8,31
139233,225886,0380759470,7,31
139238,257204,0380759470,10,31
139240,274061,0380759470,10,31
139241,7346,0380759489,6,26
139242,12538,0380759489,6,26
139243,31826,0380759489,10,26
139244,46398,0380759489,7,26
139247,77383,0380759489,9,26
139249,133571,0380759489,7,26
139250,158433,0380759489,8,26
139253,193560,0380759489,8,26
139254,210485,0380759489,6,26
139257,245410,0380759489,8,26
139258,257204,0380759489,10,26
139260,7346,0380759497,6,25
139261,12538,0380759497,7,25
139262,30276,0380759497,8,25
139264,31826,0380759497,10,25
139265,38023,0380759497,7,25
139266,50849,0380759497,7,25
139267,77383,0380759497,9,25
139269,146113,0380759497,8,25
139274,234828,0380759497,8,25
139275,257204,0380759497,10,25
139278,274061,0380759497,10,25
139279,7346,0380778556,9,85
139281,17282,0380778556,3,85
139282,23902,0380778556,8,85
139283,37712,0380778556,10,85
139284,38023,0380778556,10,85
139288,52350,0380778556,8,85
139290,56856,0380778556,8,85
139292,81207,0380778556,8,85
139296,102647,0380778556,8,85
139306,147847,0380778556,5,85
139307,150896,0380778556,8,85
139310,153662,0380778556,10,85
139317,209516,0380778556,10,85
139319,216882,0380778556,9,85
139320,222050,0380778556,10,85
139321,229741,0380778556,7,85
139323,245295,0380778556,4,85
139324,250764,0380778556,10,85
139327,271705,0380778556,9,85
139329,35859,0380792036,8,6
139330,39502,0380792036,5,6
139334,7346,0380793253,7,18
139338,127826,0380793253,7,18
139340,172061,0380793253,8,18
139341,177072,0380793253,6,18
139348,95359,0380793474,10,17
139354,10819,0380793660,8,35
139357,35859,0380793660,7,35
139375,240144,0380793660,8,35
139376,247852,0380793660,8,35
139378,256402,0380793660,5,35
139388,7346,0380798565,9,34
139392,38023,0380798565,9,34
139393,52917,0380798565,5,34
139406,207246,0380798565,7,34
139407,235105,0380798565,9,34
139410,7346,0380801493,8,21
139417,144531,0380801493,8,21
139418,146113,0380801493,9,21
139419,158295,0380801493,7,21
139422,196077,0380801493,9,21
139424,240144,0380801493,7,21
139425,247852,0380801493,8,21
139428,11676,038080722X,8,12
139431,109955,038080722X,9,12
139435,7346,0380809389,7,18
139436,100846,0380809389,8,18
139438,144531,0380809389,8,18
139447,7346,038081563X,7,12
139448,11676,038081563X,8,12
139455,7346,0380978954,8,21
139458,93047,0380978954,8,21
139462,215942,0380978954,9,21
139467,7346,0385315546,8,32
139470,95359,0385315546,10,32
139481,174216,0385315546,7,32
139483,196018,0385315546,10,32
139485,218552,0385315546,5,32
139491,11676,0385319800,8,26
139492,31315,0385319800,10,26
139495,143175,0385319800,7,26
139499,238781,0385319800,8,26
139500,260944,0385319800,8,26
139503,38023,0385418957,6,6
139506,88733,0385418957,10,6
139507,164675,0385418957,10,6
139511,194669,038542406X,8,9
139515,11676,0385474016,10,166
139527,56447,0385474016,8,166
139536,95359,0385474016,8,166
139537,95923,0385474016,7,166
139539,101305,0385474016,5,166
139552,128696,0385474016,9,166
139554,131027,0385474016,8,166
139556,135045,0385474016,9,166
139557,139913,0385474016,7,166
139558,141710,0385474016,6,166
139560,145449,0385474016,8,166
139563,147224,0385474016,8,166
139567,153513,0385474016,7,166
139568,155147,0385474016,7,166
139570,162052,0385474016,10,166
139573,181176,0385474016,7,166
139579,193458,0385474016,8,166
139580,201526,0385474016,6,166
139582,210717,0385474016,5,166
139585,224349,0385474016,8,166
139588,230522,0385474016,8,166
139596,245410,0385474016,8,166
139598,249628,0385474016,6,166
139599,251495,0385474016,8,166
139602,266283,0385474016,10,166
139605,52917,0385474903,8,17
139606,55493,0385474903,8,17
139607,70222,0385474903,7,17
139609,124597,0385474903,9,17
139612,222050,0385474903,10,17
139613,235392,0385474903,9,17
139614,236058,0385474903,9,17
139619,25601,0385506686,7,16
139620,98758,0385506686,7,16
139624,196466,0385506686,9,16
139634,36715,0393308804,8,39
139637,76626,0393308804,7,39
139645,133747,0393308804,8,39
139649,184279,0393308804,5,39
139651,204864,0393308804,8,39
139656,239594,0393308804,6,39
139659,44893,0393951693,7,19
139661,174848,0393951693,8,19
139662,201447,0393951693,5,19
139665,244994,0393951693,8,19
139677,75819,0394562720,5,12
139680,156269,0394562720,8,12
139687,50225,039458872X,5,18
139688,69078,039458872X,7,18
139693,223787,039458872X,9,18
139702,129074,0394717740,8,14
139707,7346,0394724550,9,12
139708,31556,0394724550,8,12
139712,183995,0394724550,10,12
139726,25981,0399139141,5,21
139728,35859,0399139141,9,21
139731,55892,0399139141,9,21
139734,158295,0399139141,7,21
139735,178522,0399139141,5,21
139739,235105,0399139141,9,21
139745,130571,0399139745,8,24
139751,7346,0399147195,8,119
139756,30735,0399147195,10,119
139757,35859,0399147195,2,119
139758,69389,0399147195,8,119
139761,98391,0399147195,9,119
139762,100846,0399147195,6,119
139764,136205,0399147195,7,119
139765,139913,0399147195,9,119
139767,152186,0399147195,8,119
139772,166123,0399147195,8,119
139777,174830,0399147195,9,119
139780,183995,0399147195,10,119
139782,189973,0399147195,8,119
139791,236283,0399147195,10,119
139794,239626,0399147195,10,119
139795,240144,0399147195,8,119
139806,268032,0399147195,8,119
139807,7346,0413588106,7,30
139808,11676,0413588106,7,30
139809,23902,0413588106,6,30
139811,61147,0413588106,10,30
139816,225232,0413588106,6,30
139823,11676,0425104060,3,14
139825,53729,0425104060,6,14
139829,174726,0425104060,3,14
139831,11676,0425108937,7,47
139842,87141,0425108937,7,47
139857,251642,0425108937,5,47
139862,97874,0425114511,9,17
139868,164828,0425114511,10,17
139871,247055,0425114511,10,17
139878,11676,0425122123,7,146
139896,102359,0425122123,5,146
139902,114544,0425122123,8,146
139904,115692,0425122123,6,146
139912,138995,0425122123,9,146
139914,153322,0425122123,9,146
139920,182085,0425122123,9,146
139929,227705,0425122123,8,146
139930,232945,0425122123,9,146
139935,248718,0425122123,8,146
139939,254206,0425122123,9,146
139940,259629,0425122123,10,146
139945,274308,0425122123,7,146
139950,35859,0425140989,6,33
139951,136348,0425140989,8,33
139953,144531,0425140989,7,33
139960,223087,0425140989,8,33
139966,11676,0425148297,10,74
139972,42093,0425148297,3,74
139975,69697,0425148297,10,74
139978,76151,0425148297,1,74
139980,91113,0425148297,8,74
139984,114368,0425148297,5,74
139987,123883,0425148297,5,74
139991,138995,0425148297,10,74
139994,148966,0425148297,5,74
139995,153662,0425148297,10,74
140006,227520,0425148297,8,74
140008,247055,0425148297,8,74
140009,247752,0425148297,10,74
140012,265889,0425148297,9,74
140016,11676,042515405X,4,19
140019,35859,042515405X,5,19
140022,168144,042515405X,8,19
140028,265115,042515405X,7,19
140033,158295,0425165698,7,7
140054,214786,0425171396,8,76
140055,232131,0425171396,5,76
140058,250709,0425171396,5,76
140062,7346,0425177173,8,104
140063,11676,0425177173,3,104
140065,19085,0425177173,7,104
140076,107784,0425177173,5,104
140084,149084,0425177173,8,104
140089,175052,0425177173,8,104
140090,180917,0425177173,9,104
140093,213628,0425177173,8,104
140095,229011,0425177173,8,104
140107,25409,0425179184,10,33
140109,39502,0425179184,5,33
140114,83637,0425179184,7,33
140120,161974,0425179184,7,33
140126,259260,0425179184,9,33
140127,265115,0425179184,8,33
140128,265889,0425179184,8,33
140129,269439,0425179184,8,33
140138,39502,042518272X,5,22
140140,98391,042518272X,8,22
140142,158295,042518272X,6,22
140150,265115,042518272X,9,22
140155,11676,0425182878,9,144
140157,16795,0425182878,5,144
140158,20060,0425182878,10,144
140161,38273,0425182878,7,144
140162,46909,0425182878,8,144
140166,66680,0425182878,7,144
140175,104211,0425182878,8,144
140179,124487,0425182878,5,144
140181,128085,0425182878,10,144
140188,158295,0425182878,7,144
140195,174892,0425182878,8,144
140198,193898,0425182878,9,144
140200,197659,0425182878,8,144
140205,201969,0425182878,8,144
140206,214786,0425182878,8,144
140214,232131,0425182878,7,144
140218,255489,0425182878,8,144
140219,258185,0425182878,9,144
140220,258534,0425182878,8,144
140226,267635,0425182878,8,144
140228,11676,0425185249,9,18
140241,25409,042518885X,5,7
140243,47609,042518885X,7,7
140260,91342,0425191583,8,68
140262,98391,0425191583,10,68
140265,114368,0425191583,5,68
140266,123883,0425191583,5,68
140270,153662,0425191583,10,68
140272,156467,0425191583,5,68
140283,227520,0425191583,10,68
140292,23902,0440201322,5,23
140301,196738,0440201322,7,23
140311,30533,0440202043,8,135
140319,48494,0440202043,10,135
140323,52853,0440202043,9,135
140331,70415,0440202043,10,135
140340,123981,0440202043,8,135
140348,133571,0440202043,8,135
140356,163973,0440202043,8,135
140364,200226,0440202043,10,135
140374,235105,0440202043,7,135
140375,236283,0440202043,10,135
140378,245645,0440202043,10,135
140381,251613,0440202043,5,135
140382,258185,0440202043,8,135
140384,261105,0440202043,6,135
140387,25409,0440204739,8,11
140399,11676,0440224713,10,36
140401,25409,0440224713,9,36
140405,110934,0440224713,6,36
140409,174892,0440224713,7,36
140412,7346,0440237041,7,11
140419,235105,0440237041,9,11
140420,265889,0440237041,9,11
140424,46443,0440418321,10,47
140428,102967,0440418321,8,47
140431,125039,0440418321,10,47
140434,148199,0440418321,10,47
140435,164926,0440418321,8,47
140436,171118,0440418321,8,47
140441,228021,0440418321,9,47
140443,235105,0440418321,10,47
140448,24194,0440422256,7,41
140453,56959,0440422256,10,41
140456,106007,0440422256,8,41
140458,113955,0440422256,7,41
140462,153054,0440422256,9,41
140464,162639,0440422256,8,41
140467,185233,0440422256,5,41
140468,189835,0440422256,5,41
140476,78553,044042299X,10,6
140480,7346,0440430909,8,8
140482,61427,0440430909,10,8
140484,140036,0440430909,10,8
140486,7346,0440432952,8,11
140490,136205,0440432952,9,11
140496,114368,0440432960,5,15
140499,161752,0440432960,9,15
140501,180378,0440432960,5,15
140505,87712,0440442079,7,5
140514,197659,0440459516,7,5
140522,146230,0440472415,10,14
140534,78553,0440473519,10,17
140536,179733,0440473519,10,17
140539,219546,0440473519,9,17
140542,11676,0440486599,8,38
140547,40889,0440486599,10,38
140551,87712,0440486599,8,38
140552,93092,0440486599,8,38
140555,114368,0440486599,5,38
140560,189835,0440486599,5,38
140565,246513,0440486599,7,38
140567,7346,0440495555,9,6
140574,176481,0440495717,10,8
140580,143253,0440760755,10,7
140585,7346,0440772109,7,12
140593,219546,0440772109,9,12
140594,7346,0440840953,7,5
140597,7346,044096895X,8,7
140599,197659,044096895X,8,7
140603,95359,0440986311,10,9
140605,216683,0440986311,7,9
140606,7346,0441002692,7,19
140613,196160,0441002692,8,19
140619,7346,0441873375,10,6
140623,256402,0441873375,7,6
140631,7346,0445402296,7,26
140633,27647,0445402296,8,26
140645,225886,0445402296,8,26
140648,252695,0445402296,8,26
140649,264321,0445402296,4,26
140651,7346,0445406518,9,68
140652,10560,0445406518,8,68
140662,59189,0445406518,8,68
140665,102967,0445406518,8,68
140669,115002,0445406518,7,68
140672,142121,0445406518,7,68
140675,162155,0445406518,6,68
140684,223231,0445406518,8,68
140686,227705,0445406518,7,68
140689,247447,0445406518,9,68
140691,265889,0445406518,10,68
140692,268622,0445406518,2,68
140693,274808,0445406518,10,68
140696,30735,0445408510,9,13
140698,52917,0445408510,5,13
140724,27140,0446361046,10,6
140728,8245,0446363278,7,19
140742,7346,0446365386,8,85
140743,11676,0446365386,5,85
140744,14422,0446365386,10,85
140745,14456,0446365386,9,85
140746,16488,0446365386,8,85
140752,37712,0446365386,10,85
140754,40943,0446365386,10,85
140759,56399,0446365386,10,85
140763,76818,0446365386,8,85
140765,105028,0446365386,9,85
140768,109574,0446365386,10,85
140769,110934,0446365386,10,85
140773,122716,0446365386,10,85
140774,123094,0446365386,10,85
140775,123981,0446365386,9,85
140784,187145,0446365386,9,85
140786,195694,0446365386,10,85
140790,223231,0446365386,10,85
140791,230522,0446365386,9,85
140794,254465,0446365386,10,85
140795,255489,0446365386,10,85
140796,266226,0446365386,9,85
140797,270713,0446365386,9,85
140798,274808,0446365386,10,85
140805,7346,0446404039,8,5
140808,240144,0446404039,9,5
140810,11676,0446519960,1,22
140820,21364,0446602744,1,38
140822,30716,0446602744,6,38
140826,89014,0446602744,2,38
140831,145369,0446602744,7,38
140832,150979,0446602744,6,38
140835,166824,0446602744,5,38
140838,190885,0446602744,5,38
140848,28634,0446608270,10,18
140853,261829,0446608270,6,18
140856,30711,0448060191,8,19
140857,33974,0448060191,5,19
140858,46909,0448060191,10,19
140863,110483,0448060191,10,19
140864,124078,0448060191,10,19
140865,136382,0448060191,7,19
140869,259901,0448060191,10,19
140870,271705,0448060191,10,19
140872,11676,0448095025,9,20
140873,32773,0448095025,9,20
140874,59269,0448095025,9,20
140878,114868,0448095025,10,20
140883,268657,0448095025,7,20
140884,7346,0448095033,7,19
140886,32773,0448095033,9,19
140888,59269,0448095033,8,19
140892,119575,0448095033,10,19
140899,268932,0448095033,5,19
140901,11676,044809505X,5,18
140903,32773,044809505X,9,18
140904,35859,044809505X,9,18
140907,114868,044809505X,10,18
140908,119575,044809505X,10,18
140909,159834,044809505X,9,18
140916,32773,0448095068,9,17
140917,39616,0448095068,9,17
140920,114868,0448095068,10,17
140926,247852,0448095068,8,17
140928,7346,044809519X,7,6
140930,114868,044809519X,10,6
140933,91931,0448095203,10,10
140935,7346,044809522X,7,5
140938,114868,044809522X,10,5
140939,7346,0448095238,7,8
140941,114868,0448095238,10,8
140944,7346,0448095246,7,7
140946,39616,0448095246,9,7
140967,7346,0449006700,8,12
140968,39281,0449006700,9,12
140974,242646,0449006700,10,12
140975,249894,0449006700,9,12
140976,7346,0449146863,7,11
140999,35859,0449149587,6,9
141002,158295,0449149587,7,9
141010,35859,0449149986,8,59
141017,110440,0449149986,6,59
141023,135149,0449149986,8,59
141028,163319,0449149986,7,59
141042,248850,0449149986,9,59
141048,11676,0449203794,8,100
141054,41841,0449203794,7,100
141067,123094,0449203794,7,100
141076,163570,0449203794,10,100
141077,166596,0449203794,8,100
141080,189835,0449203794,5,100
141081,197659,0449203794,7,100
141088,225087,0449203794,5,100
141090,234828,0449203794,8,100
141101,11676,0449204553,8,35
141110,148798,0449204553,10,35
141116,245645,0449204553,10,35
141125,11676,0449205878,9,69
141126,23902,0449205878,8,69
141139,93179,0449205878,10,69
141147,159506,0449205878,9,69
141168,31308,0449209377,8,13
141171,95359,0449209377,6,13
141181,49212,0449212645,9,9
141187,7346,0449212750,7,40
141188,8066,0449212750,6,40
141191,31556,0449212750,5,40
141193,70415,0449212750,8,40
141195,95359,0449212750,7,40
141199,174726,0449212750,8,40
141213,35859,0449213323,7,39
141217,69355,0449213323,5,39
141218,70415,0449213323,8,39
141222,137688,0449213323,8,39
141236,255489,0449213323,5,39
141241,11676,0449213358,10,42
141242,16106,0449213358,10,42
141247,60858,0449213358,7,42
141252,135149,0449213358,9,42
141253,167349,0449213358,8,42
141255,177432,0449213358,10,42
141256,197659,0449213358,9,42
141258,210717,0449213358,5,42
141264,60707,0449214567,6,8
141268,7346,0449219364,8,171
141272,11676,0449219364,7,171
141277,26593,0449219364,10,171
141280,30735,0449219364,10,171
141289,51742,0449219364,8,171
141290,52199,0449219364,10,171
141295,60244,0449219364,9,171
141302,95991,0449219364,7,171
141303,98787,0449219364,8,171
141305,104636,0449219364,9,171
141307,105979,0449219364,5,171
141308,107301,0449219364,8,171
141310,112026,0449219364,8,171
141312,114216,0449219364,7,171
141316,125692,0449219364,7,171
141321,138844,0449219364,8,171
141322,139913,0449219364,10,171
141325,152186,0449219364,7,171
141327,156269,0449219364,7,171
141328,162052,0449219364,10,171
141329,163973,0449219364,8,171
141330,164323,0449219364,8,171
141334,172512,0449219364,9,171
141335,172742,0449219364,10,171
141339,196077,0449219364,9,171
141350,218568,0449219364,9,171
141355,231210,0449219364,7,171
141360,236340,0449219364,9,171
141362,240144,0449219364,10,171
141367,258534,0449219364,9,171
141370,269157,0449219364,8,171
141374,10819,0449219399,7,43
141381,108285,0449219399,9,43
141390,183995,0449219399,7,43
141398,252695,0449219399,8,43
141402,7346,0449219461,7,140
141407,21404,0449219461,5,140
141411,28204,0449219461,8,140
141412,30735,0449219461,10,140
141414,35859,0449219461,8,140
141420,51742,0449219461,8,140
141421,52917,0449219461,7,140
141422,53220,0449219461,10,140
141431,81682,0449219461,7,140
141432,95991,0449219461,8,140
141434,104636,0449219461,8,140
141436,107301,0449219461,7,140
141440,123981,0449219461,7,140
141444,139913,0449219461,7,140
141448,148712,0449219461,7,140
141449,148744,0449219461,8,140
141451,156269,0449219461,8,140
141452,157273,0449219461,8,140
141453,158295,0449219461,6,140
141455,162052,0449219461,10,140
141457,163973,0449219461,8,140
141458,164323,0449219461,8,140
141462,169779,0449219461,9,140
141468,185308,0449219461,7,140
141469,187517,0449219461,7,140
141470,191716,0449219461,8,140
141477,218568,0449219461,8,140
141480,225763,0449219461,5,140
141486,236340,0449219461,9,140
141491,258534,0449219461,9,140
141493,267409,0449219461,9,140
141495,269157,0449219461,8,140
141514,159858,0449223558,8,17
141520,7346,0449235637,8,6
141521,129074,0449235637,6,6
141522,166824,0449235637,9,6
141523,268032,0449235637,7,6
141524,7346,0449235998,7,23
141527,32627,0449235998,10,23
141529,86145,0449235998,8,23
141530,110973,0449235998,7,23
141536,197659,0449235998,9,23
141546,269566,0449237850,7,10
141557,199416,0449238601,8,6
141566,234721,0449239047,10,18
141573,7346,0449244288,10,6
141582,44089,0449902927,8,25
141591,268030,0449902927,10,25
141594,139467,0449907155,9,8
141595,166596,0449907155,9,8
141596,232131,0449907155,5,8
141603,51883,0451198476,6,19
141608,158295,0451198476,6,19
141615,8067,0451205685,10,19
141616,11724,0451205685,8,19
141618,48975,0451205685,7,19
141621,93047,0451205685,5,19
